PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
1,0,3,1,22.0,1,0,21171,7.25,2
2,1,1,0,38.0,1,0,17599,71.2833,0
3,1,3,0,26.0,0,0,3101282,7.925,2
4,1,1,0,35.0,1,0,113803,53.1,2
5,0,3,1,35.0,0,0,373450,8.05,2
6,0,3,1,36.863146649842456,0,0,330877,8.458300000000001,1
7,0,1,1,54.0,0,0,17463,51.8625,2
8,0,3,1,2.0,3,1,349909,21.075,2
9,1,3,0,27.0,0,2,347742,11.1333,2
10,1,2,0,14.0,1,0,237736,30.0708,0
11,1,3,0,4.0,1,1,9549,16.7,2
12,1,1,0,58.0,0,0,113783,26.55,2
13,0,3,1,20.0,0,0,2151,8.05,2
14,0,3,1,39.0,1,5,347082,31.275,2
15,0,3,0,14.0,0,0,350406,7.8542,2
16,1,2,0,55.0,0,0,248706,16.0,2
17,0,3,1,2.0,4,1,382652,29.125,1
18,1,2,1,35.6624072261084,0,0,244373,13.0,2
19,0,3,0,31.0,1,0,345763,18.0,2
20,1,3,0,16.665523053017026,0,0,2649,7.225000000000001,0
21,0,2,1,35.0,0,0,239865,26.0,2
22,1,2,1,34.0,0,0,248698,13.0,2
23,1,3,0,15.0,0,0,330923,8.0292,1
24,1,1,1,28.0,0,0,113788,35.5,2
25,0,3,0,8.0,3,1,349909,21.075,2
26,1,3,0,38.0,1,5,347077,31.3875,2
27,0,3,1,29.950414042441547,0,0,2631,7.225000000000001,0
28,0,1,1,19.0,3,2,19950,263.0,2
29,1,3,0,20.038552653499707,0,0,330959,7.879200000000001,1
30,0,3,1,23.200003709446438,0,0,349216,7.895799999999998,2
31,0,1,1,40.0,0,0,17601,27.7208,0
32,1,1,0,32.84842943206299,1,0,17569,146.5208,0
33,1,3,0,20.043728297035237,0,0,335677,7.75,1
34,0,2,1,66.0,0,0,24579,10.5,2
35,0,1,1,28.0,1,0,17604,82.1708,0
36,0,1,1,42.0,1,0,113789,52.0,2
37,1,3,1,23.69263748855946,0,0,2677,7.229199999999999,0
38,0,3,1,21.0,0,0,2152,8.05,2
39,0,3,0,18.0,2,0,345764,18.0,2
40,1,3,0,14.0,1,0,2651,11.2417,0
41,0,3,0,40.0,1,0,7546,9.475,2
42,0,2,0,27.0,1,0,11668,21.0,2
43,0,3,1,30.943491293455217,0,0,349253,7.895799999999998,0
44,1,2,0,3.0,1,2,2123,41.5792,0
45,1,3,0,19.0,0,0,330958,7.8792,1
46,0,3,1,29.20939462961763,0,0,23567,8.05,2
47,0,3,1,38.38475045420908,1,0,370371,15.5,1
48,1,3,0,21.392185299025257,0,0,14311,7.75,1
49,0,3,1,21.197421819768703,2,0,2662,21.6792,0
50,0,3,0,18.0,1,0,349237,17.8,2
51,0,3,1,7.0,4,1,3101295,39.6875,2
52,0,3,1,21.0,0,0,39886,7.8,2
53,1,1,0,49.0,1,0,17572,76.7292,0
54,1,2,0,29.0,1,0,2926,26.0,2
55,0,1,1,65.0,0,1,113509,61.9792,0
56,1,1,1,41.43299412031391,0,0,19947,35.5,2
57,1,2,0,21.0,0,0,31026,10.5,2
58,0,3,1,28.5,0,0,2697,7.2292,0
59,1,2,0,5.0,1,2,34651,27.75,2
60,0,3,1,11.0,5,2,2144,46.9,2
61,0,3,1,22.0,0,0,2669,7.2292,0
62,1,1,0,38.0,0,0,113572,80.0,-1
63,0,1,1,45.0,1,0,36973,83.475,2
64,0,3,1,4.0,3,2,347088,27.9,2
65,0,1,1,49.04584872334256,0,0,17605,27.7208,0
66,1,3,1,16.73833042141549,1,1,2661,15.2458,0
67,1,2,0,29.0,0,0,29395,10.5,2
68,0,3,1,19.0,0,0,3464,8.1583,2
69,1,3,0,17.0,4,2,3101281,7.925,2
70,0,3,1,26.0,2,0,315151,8.6625,2
71,0,2,1,32.0,0,0,33111,10.5,2
72,0,3,0,16.0,5,2,2144,46.9,2
73,0,2,1,21.0,0,0,14879,73.5,2
74,0,3,1,26.0,1,0,2680,14.4542,0
75,1,3,1,32.0,0,0,1601,56.4958,2
76,0,3,1,25.0,0,0,348123,7.65,2
77,0,3,1,23.20000123639563,0,0,349208,7.895799999999998,2
78,0,3,1,37.040856338262586,0,0,374746,8.05,2
79,1,2,1,0.83,0,2,248738,29.0,2
80,1,3,0,30.0,0,0,364516,12.475,2
81,0,3,1,22.0,0,0,345767,9.0,2
82,1,3,1,29.0,0,0,345779,9.5,2
83,1,3,0,20.03999549591473,0,0,330932,7.787500000000001,1
84,0,1,1,28.0,0,0,113059,47.1,2
85,1,2,0,17.0,0,0,14885,10.5,2
86,1,3,0,33.0,3,0,3101278,15.85,2
87,0,3,1,16.0,1,3,6608,34.375,2
88,0,3,1,33.610992775372516,0,0,392086,8.05,2
89,1,1,0,23.0,3,2,19950,263.0,2
90,0,3,1,24.0,0,0,343275,8.05,2
91,0,3,1,29.0,0,0,343276,8.05,2
92,0,3,1,20.0,0,0,347466,7.8542,2
93,0,1,1,46.0,1,0,5734,61.175,2
94,0,3,1,26.0,1,2,2315,20.575,2
95,0,3,1,59.0,0,0,364500,7.25,2
96,0,3,1,37.0404209988256,0,0,374910,8.05,2
97,0,1,1,71.0,0,0,17754,34.6542,0
98,1,1,1,23.0,0,1,17759,63.3583,0
99,1,2,0,34.0,0,1,231919,23.0,2
100,0,2,1,34.0,1,0,244367,26.0,2
101,0,3,0,28.0,0,0,349245,7.8958,2
102,0,3,1,23.200002810158566,0,0,349215,7.895799999999998,2
103,0,1,1,21.0,0,1,35281,77.2875,2
104,0,3,1,33.0,0,0,7540,8.6542,2
105,0,3,1,37.0,2,0,3101276,7.925,2
106,0,3,1,28.0,0,0,349207,7.8958,2
107,1,3,0,21.0,0,0,343120,7.65,2
108,1,3,1,26.593009238950923,0,0,312991,7.774999999999999,2
109,0,3,1,38.0,0,0,349249,7.8958,2
110,1,3,0,20.23905184069605,1,0,371110,24.15,1
111,0,1,1,47.0,0,0,110465,52.0,2
112,0,3,0,14.5,1,0,2665,14.4542,0
113,0,3,1,22.0,0,0,324669,8.05,2
114,0,3,0,20.0,1,0,4136,9.825,2
115,0,3,0,17.0,0,0,2627,14.4583,0
116,0,3,1,21.0,0,0,3101294,7.925,2
117,0,3,1,70.5,0,0,370369,7.75,1
118,0,2,1,29.0,1,0,11668,21.0,2
119,0,1,1,24.0,0,1,17558,247.5208,0
120,0,3,0,2.0,4,2,347082,31.275,2
121,0,2,1,21.0,2,0,14879,73.5,2
122,0,3,1,28.032859405197875,0,0,54510,8.05,2
123,0,2,1,32.5,1,0,237736,30.0708,0
124,1,2,0,32.5,0,0,27267,13.0,2
125,0,1,1,54.0,0,1,35281,77.2875,2
126,1,3,1,12.0,1,0,2651,11.2417,0
127,0,3,1,38.49188031905974,0,0,370372,7.75,1
128,1,3,1,24.0,0,0,17369,7.1417,2
129,1,3,0,9.606943643606254,1,1,2668,22.3583,0
130,0,3,1,45.0,0,0,347061,6.975,2
131,0,3,1,33.0,0,0,349241,7.8958,0
132,0,3,1,20.0,0,0,3101307,7.05,2
133,0,3,0,47.0,1,0,3337,14.5,2
134,1,2,0,29.0,1,0,228414,26.0,2
135,0,2,1,25.0,0,0,29178,13.0,2
136,0,2,1,23.0,0,0,2133,15.0458,0
137,1,1,0,19.0,0,2,11752,26.2833,2
138,0,1,1,37.0,1,0,113803,53.1,2
139,0,3,1,16.0,0,0,7534,9.2167,2
140,0,1,1,24.0,0,0,17593,79.2,0
141,0,3,0,17.01987467544795,0,2,2678,15.2458,0
142,1,3,0,22.0,0,0,347081,7.75,2
143,1,3,0,24.0,1,0,3101279,15.85,2
144,0,3,1,19.0,0,0,365222,6.75,1
145,0,2,1,18.0,0,0,231945,11.5,2
146,0,2,1,19.0,1,1,33112,36.75,2
147,1,3,1,27.0,0,0,350043,7.7958,2
148,0,3,0,9.0,2,2,6608,34.375,2
149,0,2,1,36.5,0,2,230080,26.0,2
150,0,2,1,42.0,0,0,244310,13.0,2
151,0,2,1,51.0,0,0,1166,12.525,2
152,1,1,0,22.0,1,0,113776,66.6,2
153,0,3,1,55.5,0,0,11206,8.05,2
154,0,3,1,40.5,0,2,851,14.5,2
155,0,3,1,24.10400107370827,0,0,265302,7.3125,2
156,0,1,1,51.0,0,1,17597,61.3792,0
157,1,3,0,16.0,0,0,35851,7.7333,1
158,0,3,1,30.0,0,0,392090,8.05,2
159,0,3,1,24.10657049739072,0,0,315037,8.662500000000001,2
160,0,3,1,8.240902228786297,8,2,2343,69.55,2
161,0,3,1,44.0,0,1,371362,16.1,2
162,1,2,0,40.0,0,0,33595,15.75,2
163,0,3,1,26.0,0,0,347068,7.775,2
164,0,3,1,17.0,0,0,315093,8.6625,2
165,0,3,1,1.0,4,1,3101295,39.6875,2
166,1,3,1,9.0,0,2,363291,20.525,2
167,1,1,0,24.37246305695856,0,1,113505,55.0,2
168,0,3,0,45.0,1,4,347088,27.9,2
169,0,1,1,56.824368977431334,0,0,17318,25.925,2
170,0,3,1,28.0,0,0,1601,56.4958,2
171,0,1,1,61.0,0,0,111240,33.5,2
172,0,3,1,4.0,4,1,382652,29.125,1
173,1,3,0,1.0,1,1,347742,11.1333,2
174,0,3,1,21.0,0,0,3101280,7.925,2
175,0,1,1,56.0,0,0,17764,30.6958,0
176,0,3,1,18.0,1,1,350404,7.8542,2
177,0,3,1,8.4002884426611,3,1,4133,25.4667,2
178,0,1,0,50.0,0,0,17595,28.7125,0
179,0,2,1,30.0,0,0,250653,13.0,2
180,0,3,1,36.0,0,0,341301,0.0,2
181,0,3,0,8.614786478819237,8,2,2343,69.55,2
182,0,2,1,28.571530266472536,0,0,2131,15.05,0
183,0,3,1,9.0,4,2,347077,31.3875,2
184,1,2,1,1.0,2,1,230136,39.0,2
185,1,3,0,4.0,0,2,315153,22.025,2
186,0,1,1,46.92167872671797,0,0,113767,50.0,2
187,1,3,0,20.29668384684995,1,0,370365,15.5,1
188,1,1,1,45.0,0,0,111428,26.55,2
189,0,3,1,40.0,1,1,364849,15.5,1
190,0,3,1,36.0,0,0,349247,7.8958,2
191,1,2,0,32.0,0,0,234604,13.0,2
192,0,2,1,19.0,0,0,28424,13.0,2
193,1,3,0,19.0,1,0,350046,7.8542,2
194,1,2,1,3.0,1,1,230080,26.0,2
195,1,1,0,44.0,0,0,17610,27.7208,0
196,1,1,0,58.0,0,0,17569,146.5208,0
197,0,3,1,37.63447103741046,0,0,368703,7.75,1
198,0,3,1,42.0,0,1,4579,8.4042,2
199,1,3,0,20.263305338912776,0,0,370370,7.75,1
200,0,2,0,24.0,0,0,248747,13.0,2
201,0,3,1,28.0,0,0,345770,9.5,2
202,0,3,1,8.240902228786297,8,2,2343,69.55,2
203,0,3,1,34.0,0,0,3101264,6.4958,2
204,0,3,1,45.5,0,0,2628,7.225,0
205,1,3,1,18.0,0,0,3540,8.05,2
206,0,3,0,2.0,0,1,347054,10.4625,2
207,0,3,1,32.0,1,0,3101278,15.85,2
208,1,3,1,26.0,0,0,2699,18.7875,0
209,1,3,0,16.0,0,0,367231,7.75,1
210,1,1,1,40.0,0,0,112277,31.0,0
211,0,3,1,24.0,0,0,3101311,7.05,2
212,1,2,0,35.0,0,0,13528,21.0,2
213,0,3,1,22.0,0,0,21174,7.25,2
214,0,2,1,30.0,0,0,250646,13.0,2
215,0,3,1,36.598058961629526,1,0,367229,7.75,1
216,1,1,0,31.0,1,0,35273,113.275,0
217,1,3,0,27.0,0,0,3101283,7.925,2
218,0,2,1,42.0,1,0,243847,27.0,2
219,1,1,0,32.0,0,0,11813,76.2917,0
220,0,2,1,30.0,0,0,14208,10.5,2
221,1,3,1,16.0,0,0,392089,8.05,2
222,0,2,1,27.0,0,0,220367,13.0,2
223,0,3,1,51.0,0,0,21440,8.05,2
224,0,3,1,28.599978080426403,0,0,349234,7.895799999999998,2
225,1,1,1,38.0,1,0,19943,90.0,2
226,0,3,1,22.0,0,0,4348,9.35,2
227,1,2,1,19.0,0,0,751,10.5,2
228,0,3,1,20.5,0,0,21173,7.25,2
229,0,2,1,18.0,0,0,236171,13.0,2
230,0,3,0,6.7501003415530825,3,1,4133,25.4667,2
231,1,1,0,35.0,1,0,36973,83.475,2
232,0,3,1,29.0,0,0,347067,7.775,2
233,0,2,1,59.0,0,0,237442,13.5,2
234,1,3,0,5.0,4,2,347077,31.3875,2
235,0,2,1,24.0,0,0,29566,10.5,2
236,0,3,0,27.091174176416658,0,0,6609,7.549999999999997,2
237,0,2,1,44.0,1,0,26707,26.0,2
238,1,2,0,8.0,0,2,31921,26.25,2
239,0,2,1,19.0,0,0,28665,10.5,2
240,0,2,1,33.0,0,0,1585,12.275,2
241,0,3,0,20.177296454773327,1,0,2665,14.4542,0
242,1,3,0,20.29527756272529,1,0,367230,15.5,1
243,0,2,1,29.0,0,0,14263,10.5,2
244,0,3,1,22.0,0,0,3101275,7.125,2
245,0,3,1,30.0,0,0,2694,7.225,0
246,0,1,1,44.0,2,0,19928,90.0,1
247,0,3,0,25.0,0,0,347071,7.775,2
248,1,2,0,24.0,0,2,250649,14.5,2
249,1,1,1,37.0,1,1,11751,52.5542,2
250,0,2,1,54.0,1,0,244252,26.0,2
251,0,3,1,36.384181994996844,0,0,362316,7.25,2
252,0,3,0,29.0,1,1,347054,10.4625,2
253,0,1,1,62.0,0,0,113514,26.55,2
254,0,3,1,30.0,1,0,3336,16.1,2
255,0,3,0,41.0,0,2,370129,20.2125,2
256,1,3,0,29.0,0,2,2650,15.2458,0
257,1,1,0,30.20520575768547,0,0,17585,79.2,0
258,1,1,0,30.0,0,0,110152,86.5,2
259,1,1,0,35.0,0,0,17755,512.3292,0
260,1,2,0,50.0,0,1,230433,26.0,2
261,0,3,1,38.04637328804834,0,0,384461,7.75,1
262,1,3,1,3.0,4,2,347077,31.3875,2
263,0,1,1,52.0,1,1,110413,79.65,2
264,0,1,1,40.0,0,0,112059,0.0,2
265,0,3,0,28.53086761526166,0,0,382649,7.75,1
266,0,2,1,36.0,0,0,17248,10.5,2
267,0,3,1,16.0,4,1,3101295,39.6875,2
268,1,3,1,25.0,1,0,347083,7.775,2
269,1,1,0,58.0,0,1,17582,153.4625,2
270,1,1,0,35.0,0,0,17760,135.6333,2
271,0,1,1,51.93575637832352,0,0,113798,31.0,2
272,1,3,1,25.0,0,0,324276,0.0,2
273,1,2,0,41.0,0,1,250644,19.5,2
274,0,1,1,37.0,0,1,17596,29.7,0
275,1,3,0,20.263317615611946,0,0,370375,7.75,1
276,1,1,0,63.0,1,0,13502,77.9583,2
277,0,3,0,45.0,0,0,347073,7.75,2
278,0,2,1,28.45415934063501,0,0,239853,0.0,2
279,0,3,1,7.0,4,1,382652,29.125,1
280,1,3,0,35.0,1,1,2673,20.25,2
281,0,3,1,65.0,0,0,336439,7.75,1
282,0,3,1,28.0,0,0,347464,7.8542,2
283,0,3,1,16.0,0,0,345778,9.5,2
284,1,3,1,19.0,0,0,10482,8.05,2
285,0,1,1,54.01932001622119,0,0,113055,26.0,2
286,0,3,1,33.0,0,0,349239,8.6625,0
287,1,3,1,30.0,0,0,345774,9.5,2
288,0,3,1,22.0,0,0,349206,7.8958,2
289,1,2,1,42.0,0,0,237798,13.0,2
290,1,3,0,22.0,0,0,370373,7.75,1
291,1,1,0,26.0,0,0,19877,78.85,2
292,1,1,0,19.0,1,0,11967,91.0792,0
293,0,2,1,36.0,0,0,2163,12.875,0
294,0,3,0,24.0,0,0,349236,8.85,2
295,0,3,1,24.0,0,0,349233,7.8958,2
296,0,1,1,49.04583946347336,0,0,17612,27.7208,0
297,0,3,1,23.5,0,0,2693,7.2292,0
298,0,1,0,2.0,1,2,113781,151.55,2
299,1,1,1,43.25435861364376,0,0,19988,30.5,2
300,1,1,0,50.0,0,1,17558,247.5208,0
301,1,3,0,21.405403025299215,0,0,9234,7.75,1
302,1,3,1,24.69852673949481,2,0,367226,23.25,1
303,0,3,1,19.0,0,0,341299,0.0,2
304,1,2,0,31.913148837231017,0,0,226593,12.350000000000001,1
305,0,3,1,29.19727682659489,0,0,2466,8.05,2
306,1,1,1,0.92,1,2,113781,151.55,2
307,1,1,0,31.432609649450278,0,0,17421,110.8833,0
308,1,1,0,17.0,1,0,17758,108.9,0
309,0,2,1,30.0,1,0,3381,24.0,0
310,1,1,0,30.0,0,0,17485,56.9292,0
311,1,1,0,24.0,0,0,11767,83.1583,0
312,1,1,0,18.0,2,2,17608,262.375,0
313,0,2,0,26.0,1,1,250651,26.0,2
314,0,3,1,28.0,0,0,349243,7.8958,2
315,0,2,1,43.0,1,1,13529,26.25,2
316,1,3,0,26.0,0,0,347470,7.8542,2
317,1,2,0,24.0,1,0,244367,26.0,2
318,0,2,1,54.0,0,0,29011,14.0,2
319,1,1,0,31.0,0,2,36928,164.8667,2
320,1,1,0,40.0,1,1,16966,134.5,0
321,0,3,1,22.0,0,0,21172,7.25,2
322,0,3,1,27.0,0,0,349219,7.8958,2
323,1,2,0,30.0,0,0,234818,12.35,1
324,1,2,0,22.0,1,1,248738,29.0,2
325,0,3,1,8.240902228786297,8,2,2343,69.55,2
326,1,1,0,36.0,0,0,17760,135.6333,0
327,0,3,1,61.0,0,0,345364,6.2375,2
328,1,2,0,36.0,0,0,28551,13.0,2
329,1,3,0,31.0,1,1,363291,20.525,2
330,1,1,0,16.0,0,1,111361,57.9792,0
331,1,3,0,15.510151146630252,2,0,367226,23.25,1
332,0,1,1,45.5,0,0,113043,28.5,2
333,0,1,1,38.0,0,1,17582,153.4625,2
334,0,3,1,16.0,2,0,345764,18.0,2
335,1,1,0,40.668826881951986,1,0,17611,133.65,2
336,0,3,1,24.399997667563067,0,0,349225,7.895799999999998,2
337,0,1,1,29.0,1,0,113776,66.6,2
338,1,1,0,41.0,0,0,16966,134.5,0
339,1,3,1,45.0,0,0,7598,8.05,2
340,0,1,1,45.0,0,0,113784,35.5,2
341,1,2,1,2.0,1,1,230080,26.0,2
342,1,1,0,24.0,3,2,19950,263.0,2
343,0,2,1,28.0,0,0,248740,13.0,2
344,0,2,1,25.0,0,0,244361,13.0,2
345,0,2,1,36.0,0,0,229236,13.0,2
346,1,2,0,24.0,0,0,248733,13.0,2
347,1,2,0,40.0,0,0,31418,13.0,2
348,1,3,0,23.569222794117895,1,0,386525,16.1,2
349,1,3,1,3.0,1,1,37671,15.9,2
350,0,3,1,42.0,0,0,315088,8.6625,2
351,0,3,1,23.0,0,0,7267,9.225,2
352,0,1,1,50.764162591114356,0,0,113510,35.0,2
353,0,3,1,15.0,1,1,2695,7.2292,0
354,0,3,1,25.0,1,0,349237,17.8,2
355,0,3,1,29.950324268922888,0,0,2647,7.225000000000001,0
356,0,3,1,28.0,0,0,345783,9.5,2
357,1,1,0,22.0,0,1,113505,55.0,2
358,0,2,0,38.0,0,0,237671,13.0,2
359,1,3,0,20.038556270267193,0,0,330931,7.879200000000001,1
360,1,3,0,20.03855851285906,0,0,330980,7.879200000000001,1
361,0,3,1,40.0,1,4,347088,27.9,2
362,0,2,1,29.0,1,0,2167,27.7208,0
363,0,3,0,45.0,0,1,2691,14.4542,0
364,0,3,1,35.0,0,0,3101310,7.05,2
365,0,3,1,38.3847505162197,1,0,370365,15.5,1
366,0,3,1,30.0,0,0,7076,7.25,2
367,1,1,0,60.0,1,0,110813,75.25,0
368,1,3,0,16.66553866860667,0,0,2626,7.229199999999999,0
369,1,3,0,21.392180067120908,0,0,14313,7.75,1
370,1,1,0,24.0,0,0,17477,69.3,0
371,1,1,1,25.0,1,0,11765,55.4417,0
372,0,3,1,18.0,1,0,3101267,6.4958,2
373,0,3,1,19.0,0,0,323951,8.05,2
374,0,1,1,22.0,0,0,17760,135.6333,0
375,0,3,0,3.0,3,1,349909,21.075,2
376,1,1,0,40.96567145766335,1,0,17604,82.1708,0
377,1,3,0,22.0,0,0,7077,7.25,2
378,0,1,1,27.0,0,2,113503,211.5,0
379,0,3,1,20.0,0,0,2648,4.0125,0
380,0,3,1,19.0,0,0,347069,7.775,2
381,1,1,0,42.0,0,0,17757,227.525,0
382,1,3,0,1.0,0,2,2653,15.7417,0
383,0,3,1,32.0,0,0,3101293,7.925,2
384,1,1,0,35.0,1,0,113789,52.0,2
385,0,3,1,26.899973640525864,0,0,349227,7.895799999999998,2
386,0,2,1,18.0,0,0,14879,73.5,2
387,0,3,1,1.0,5,2,2144,46.9,2
388,1,2,0,36.0,0,0,27849,13.0,2
389,0,3,1,37.629522675023125,0,0,367655,7.729199999999995,1
390,1,2,0,17.0,0,0,1748,12.0,0
391,1,1,1,36.0,1,2,113760,120.0,2
392,1,3,1,21.0,0,0,350034,7.7958,2
393,0,3,1,28.0,2,0,3101277,7.925,2
394,1,1,0,23.0,1,0,35273,113.275,0
395,1,3,0,24.0,0,2,9549,16.7,2
396,0,3,1,22.0,0,0,350052,7.7958,2
397,0,3,0,31.0,0,0,350407,7.8542,2
398,0,2,1,46.0,0,0,28403,26.0,2
399,0,2,1,23.0,0,0,244278,10.5,2
400,1,2,0,28.0,0,0,240929,12.65,2
401,1,3,1,39.0,0,0,3101289,7.925,2
402,0,3,1,26.0,0,0,341826,8.05,2
403,0,3,0,21.0,1,0,4137,9.825,2
404,0,3,1,28.0,1,0,3101279,15.85,2
405,0,3,0,20.0,0,0,315096,8.6625,2
406,0,2,1,34.0,1,0,28664,21.0,2
407,0,3,1,51.0,0,0,347064,7.75,2
408,1,2,1,3.0,1,1,29106,18.75,2
409,0,3,1,21.0,0,0,312992,7.775,2
410,0,3,0,6.7501003415530825,3,1,4133,25.4667,2
411,0,3,1,23.200005901480377,0,0,349222,7.895799999999998,2
412,0,3,1,37.743745178106764,0,0,394140,6.8583,1
413,1,1,0,33.0,1,0,19928,90.0,1
414,0,2,1,28.45415934063501,0,0,239853,0.0,2
415,1,3,1,44.0,0,0,3101269,7.925,2
416,0,3,0,25.829219136009506,0,0,343095,8.05,2
417,1,2,0,34.0,1,1,28220,32.5,2
418,1,2,0,18.0,0,2,250652,13.0,2
419,0,2,1,30.0,0,0,28228,13.0,2
420,0,3,0,10.0,0,2,345773,24.15,2
421,0,3,1,30.943491175965164,0,0,349254,7.895799999999998,0
422,0,3,1,21.0,0,0,13032,7.7333,1
423,0,3,1,29.0,0,0,315082,7.875,2
424,0,3,0,28.0,1,1,347080,14.4,2
425,0,3,1,18.0,1,1,370129,20.2125,2
426,0,3,1,28.054114354900552,0,0,34244,7.25,2
427,1,2,0,28.0,1,0,2003,26.0,2
428,1,2,0,19.0,0,0,250655,26.0,2
429,0,3,1,37.618756427422376,0,0,364851,7.75,1
430,1,3,1,32.0,0,0,392078,8.05,2
431,1,1,1,28.0,0,0,110564,26.55,2
432,1,3,0,23.590765729890986,1,0,376564,16.1,2
433,1,2,0,42.0,1,0,3085,26.0,2
434,0,3,1,17.0,0,0,3101274,7.125,2
435,0,1,1,50.0,1,0,13507,55.9,2
436,1,1,0,14.0,1,2,113760,120.0,2
437,0,3,0,21.0,2,2,6608,34.375,2
438,1,2,0,24.0,2,3,29106,18.75,2
439,0,1,1,64.0,1,4,19950,263.0,2
440,0,2,1,31.0,0,0,18723,10.5,2
441,1,2,0,45.0,1,1,13529,26.25,2
442,0,3,1,20.0,0,0,345769,9.5,2
443,0,3,1,25.0,1,0,347076,7.775,2
444,1,2,0,28.0,0,0,230434,13.0,2
445,1,3,1,26.680510582334392,0,0,65305,8.1125,2
446,1,1,1,4.0,0,2,33638,81.8583,2
447,1,2,0,13.0,0,1,250644,19.5,2
